event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2024-08-03,2024,Protests,Peaceful protest,Oromia,North Shewa,Fiche town,Fiche,9.8,38.7333,0,"Around 3 August 2024 (weekend of), residents staged a peaceful rally at an unspecified location in North Shewa Zone (location coded to the zonal admin center, Fiche, Fiche town, North Shewa, Oromia), for three consecutive weekends (3, 10 and 17 August 2024). The participants performed different traditional activities to demonstrate the impact of the conflict and requested the warring parties to end the conflict.",8
2024-08-03,2024,Battles,Armed clash,Amhara,East Gojam,Hulet Ej Enese,Motta,11.0667,37.8833,0,"On 3 August 2024, Fano claimed to have ambushed ENDF soldiers who were traveling from Weyin Wuha to Motta (location coded to Motta, Hulet Ej Enese, East Gojam, Amhara). Casualties unknown.",8
2024-08-03,2024,Battles,Armed clash,Amhara,South Gondar,Tach Gayint,Arb Gebeya,11.5319,38.5551,23,"Around 3 August 2024 (weekend of), ENDF clashed with Fano at an unspecified place in Tach Gayint (location coded to admin center Arb Gebeya, Tach Gayint, South Gondar, Amhara), killing 23 Fano, including 3 Fano leaders. Around 16 Fano were wounded in the clash. Fano confirmed the fatalities and claimed it also got various types of victory, including seizing weapons and ammunition.",8
2024-08-03,2024,Battles,Armed clash,Central Ethiopia,Guraghe,Misrak Meskan,Inseno,8.0666,38.4666,7,"On 3 August 2024, Masenko (likely Mereko based on context) ethnic militia and Meskan ethnic militia clashed in Inseno (Misrak Meskan, Guraghe, Central Ethiopia), leading to the killings of 7 persons (fatalities uncorroborated).",8
2024-08-03,2024,Strategic developments,Non-violent transfer of territory,Amhara,West Gojam,Debub Mecha,Kwarit,11.1645,37.251,0,"On 3 August 2024, Fano claimed to have overtaken Kwarit (Debub Mecha, West Gojam, Amhara) after ENDF withdrew from the town (reason not reported), taking all the cash from the Commercial Bank of Ethiopia Quarit branch. There was no further information.",8
2024-08-03,2024,Battles,Armed clash,Amhara,South Gondar,Guna Begemider,Denkwara,11.8533,38.2543,3,"Around 3 August 2024 (weekend of), ENDF clashed with Fano in Denkwara (Guna Begemider, South Gondar, Amhara), killing 3 Fano members.",8
2024-08-03,2024,Battles,Armed clash,Amhara,South Gondar,Debre Tabor town,Debre Tabor,11.85,38.0166,0,"On 3 August 2024, Fano militants exchanged gunfire with ENDF in Abo area in Debre Tabor (South Gondar, Amhara) for three days (3, 4 and 5 August 2024). At least 5 civilians were injured. The militants set ablaze one of the police stations in the town.",8
2024-08-03,2024,Battles,Armed clash,Amhara,North Wello,Guba Lafto,Doro Gibir,11.8577,39.6653,3,"On 3 August 2024, Fano claimed to have ambushed ENDF soldiers who were traveling from Weldiya to Kobo with two military trucks and one patrol vehicle at Doro Gibir (Guba Lafto). According to the Fano representative, Fano burned the military trucks and killed soldiers who were traveling with the cars. Unspecified number of fatalities coded as 3.",8
2024-08-03,2024,Battles,Non-state actor overtakes territory,Amhara,South Gondar,Libokemekem,Addis Zemen,12.1167,37.7833,0,"On 3 August 2024, Fano claimed to have clashed with government security forces (likely ENDF, Amhara police, and kebele militia due to the location of the event) and overtook Addis Zemen (Libokemekem, South Gondar, Amhara). There is no further information. Casualties unknown.",8
2024-08-04,2024,Battles,Armed clash,Amhara,East Gojam,Hulet Ej Enese,Motta,11.0667,37.8833,0,"On 4 August 2024, Fano claimed to have ambushed ENDF soldiers near Motta (Hulet Ej Enese, East Gojam, Amhara). Casualties unknown.",8
2024-08-04,2024,Battles,Armed clash,Amhara,West Gojam,Adete town,Adet,11.2647,37.4915,0,"Around 4 August 2024 (as reported), ENDF clashed with Fano militia in Adet (Adete town, West Gojam, Amhara), and at an unspecified location around Adet (coded separately). Casualties unknown. ENDF seized 15 various kinds of vehicles, 34 motorbikes, 15 quintals of fertilizers, 2 refrigerators, 3 weight scale machines, 2 welding machines, 4 generators, 3 speakers, 1 Torno machine and various medicines. The properties were looted from the local communities (coded separately).",8
2024-08-04,2024,Battles,Armed clash,Amhara,South Gondar,Debre Tabor town,Debre Tabor,11.85,38.0166,0,"On 4 August 2024, for a second day, Fano militants continued exchanging gunfire with ENDF in Debre Tabor (Debre Tabor town, South Gondar, Amhara). At least 5 civilians were injured. The militants set ablaze one of the police stations in the town.",8
2024-08-04,2024,Battles,Armed clash,Amhara,West Gojam,Adete town,Adet,11.2647,37.4915,0,"Around 4 August 2024 (as reported), ENDF clashed with Fano militia at an unspecified location around Adet (location coded to Adet, Adete town, West Gojam, Amhara), and in Adet (coded separately). Casualties unknown. ENDF seized 15 various kinds of vehicles, 34 motorbikes, 15 quintals of fertilizers, 2 refrigerators, 3 weight scale machines, 2 welding machines, 4 generators, 3 speakers, 1 Torno machine and various medicines. The properties were looted from the local communities (coded separately).",8
2024-08-04,2024,Violence against civilians,Attack,Tigray,Central Tigray,Axum town,Aksum,14.1234,38.7313,0,"On 4 August 2024, gunmen fired two bullets targeting the head of the Axum Town Administration Office in Aksum (Axum town, Central Tigray, Tigray). The head was returning home from office when the perpetrators unsuccessfully attempted to shoot him with two bullets that missed their target. The head escaped without injury.",8
2024-08-04,2024,Battles,Armed clash,Central Ethiopia,Guraghe,Misrak Meskan,Inseno,8.0666,38.4666,0,"On 4 August 2024, for the second day, Masenko (likely Mareko based on context) ethnic militia and Meskan ethnic militia continued to clash in Inseno (Misrak Meskan, Guraghe, Central Ethiopia). Casualties unknown.",8
2024-08-04,2024,Strategic developments,Looting/property destruction,Amhara,West Gojam,Adete town,Adet,11.2647,37.4915,0,"Looting: Around 4 August 2024 (as reported), Fano looted 15 various kinds of vehicles, 34 motorbikes, 15 quintals of fertilizers, 2 refrigerators, 3 weight scale machines, 2 welding machines, 4 generators, 3 speakers, 1 Torno machine and various medicines, from the local communities (unspecified location coded to Adet, Adete town, West Gojam, Amhara). ENDF seized the properties from the militants during a clash in Adet town and the nearby areas (coded separately).",8
2024-08-05,2024,Violence against civilians,Sexual violence,Amhara,South Gondar,Guna Begemider,Kimir Dingay,11.8167,38.2167,0,"On 5 August 2024, a group of suspected Oromo ENDF soldiers raped an unspecified number of girls at an unspecified place near Kimir Dingay (Guna Begemider, South Gondar, Amhara).",8
2024-08-05,2024,Battles,Armed clash,Amhara,Awi,Fagta Lakoma,Addis Kidame,11.082,36.8862,10,"On 5 August 2024, Fano claimed to have ambushed ENDF soldiers who were traveling from Addis Kidam to Golgota (location coded to Addis Kidame, Fagta Lakoma, Awi, Amhara), killing 12 and wounding 20 ENDF soldiers (uncorroborated). Uncorroborated fatalities coded as 10.",8
2024-08-05,2024,Battles,Armed clash,Amhara,South Gondar,Debre Tabor town,Debre Tabor,11.85,38.0166,0,"On 5 August 2024, for a third day, Fano militants continued exchanging gunfire with ENDF in Debre Tabor (Debre Tabor town, South Gondar, Amhara). At least 5 civilians were injured. The militants set ablaze one of the police stations in the town.",8
2024-08-05,2024,Battles,Armed clash,Oromia,Guji,Gora Dola,Hare Kelo,5.5513,39.3932,0,"Around 5 August 2024 (as reported), ENDF clashed with OLF-OLA at Takerafte in Hade Tadecha Kebele (location coded to the admin center of the woreda, Hare Kelo, Gora Dola Woreda, East Borena Borena, formerly Guji Zone, Oromia). Casualties unknown. ENDF claimed to have seized 204 DShK bullets, 3 Kalashnikovs, 2 bullet cases, 2 outdated guns, 1 solar machine and various medical equipment.",8
2024-08-05,2024,Battles,Non-state actor overtakes territory,Amhara,North Shewa,Assagirt,Asagirt,9.4105,39.5893,0,"On 5 August 2024, Fano claimed to have clashed with ENDF and overtook Asagirt (Assagirt, North Shewa, Amhara). Casualties unknown.",8
2024-08-05,2024,Battles,Armed clash,Amhara,East Gojam,Enemay,Dibisa,10.3666,38.1333,3,"Around 5 August 2024 (as reported), ENDF claimed to have clashed with Fano militia in Dibisa kebele in Enemay Woreda (East Gojam, Amhara). ENDF further claimed to have killed an unspecified number of militants and captured 2 others (fatalities uncorroborated). Unspecified number of fatalities coded as 3. 4 guns and 115 Kalashnikov bullets were seized from Fano militants.",8
2024-08-06,2024,Strategic developments,Looting/property destruction,Oromia,North Shewa,Dera,Cheka,10.1713,38.528,0,"Property destruction: On 6 August 2024, suspected Fano militias burned down a vehicle belonging to the Dera Woreda Administration at a place it was parked in Cheka kebele, Dera woreda (North Shewa, Oromia).",8
2024-08-06,2024,Violence against civilians,Attack,Tigray,Southern Tigray,Alamata town,Alamata,12.416,39.5597,1,"On 6 August 2024, a suspected Tigray state police officer killed (means unknown; uncorroborated fatality) a young man in Alamata (Alamata town, Southern Tigray, Tigray). No further information.",8
2024-08-06,2024,Battles,Armed clash,Amhara,North Wello,Kobo town,Kobo,12.15,39.6333,10,"On 6 August 2024, Fano claimed to have ambushed ENDF and Amhara state police at the Chobe Ber security checkpoint in Kobo woreda (location coded to admin center Kobo, Kobo town, North Wello, Amhara), killing 15 ENDF soldiers (fatalities uncorroborated) and capturing an unidentified number of Amhara state police officers. Uncorroborated number of fatalities coded as 10.",8
2024-08-06,2024,Battles,Armed clash,Amhara,East Gojam,Debre Markos town,Debre Markos,10.35,37.7333,0,"On 6 August 2024, Fano claimed to have clashed with government security forces (likely ENDF, Amhara state police, and kebele communal militia due to the location of the event) in Debre Markos (Debre Markos town, East Gojam, Amhara). Casualties unknown.",8
2024-08-06,2024,Violence against civilians,Abduction/forced disappearance,Oromia,North Shewa,Dera,Were Gebro,10.1721,38.5511,0,"On 6 August 2024, suspected Fano militias kidnapped an unspecified number of civilians at an unspecified location in Dera woreda (location coded to Were Gebro, North Shewa, Oromia), while they were returning from a market in Adere. One of the people who had been abducted was murdered and his body was discovered a week later (coded separately).",8
2024-08-06,2024,Battles,Armed clash,Amhara,East Gojam,Hulet Ej Enese,Motta,11.0667,37.8833,0,"On 6 August 2024, Fano claimed to have clashed with government security forces (likely ENDF, Amhara state police, and kebele communal militia due to the location of the event) in Motta (Hulet Ej Enese, East Gojam, Amhara). Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Oromia,West Arsi,Adaba,Lencha Wesha,7.0319,39.4452,0,"Around 7 August 2024 (as reported), ENDF clashed with OLF-OLA in Lencha Wesha, Adaba woreda (West Arsi, Oromia). The clash led to farmers halting activities due to safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Oromia,Bale,Agarfa,Oda Chefo,7.3906,39.7641,0,"Around 7 August 2024 (as reported), ENDF clashed with OLF-OLA in Oda Chefo, Agarfa woreda (Bale, Oromia). The clash resulted in farming activities being halted by farmers for their safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Oromia,West Arsi,Adaba,Lajo,7.2,39.6333,0,"Around 7 August 2024 (as reported), ENDF clashed with OLF-OLA in Lajo, Adaba woreda (West Arsi, Oromia). The clash led to farmers halting activities due to safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Oromia,West Arsi,Adaba,Hako,7.1597,39.5345,0,"Around 7 August 2024 (as reported), ENDF clashed with OLF-OLA in Hako, Adaba woreda (West Arsi, Oromia). The clash led to farmers to halt activities due to safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Oromia,West Arsi,Adaba,Adaba,7.0,39.4,0,"Around 7 August 2024, ENDF clashed with OLF-OLA in Hunte Alola, Koma Abasa, Wixinchu, and Amola rural villages (locations coded to admin center, Adaba town) in Adaba woreda (West Arsi, Oromia). Casualties unknown. The clash led to farmers halting activities due to safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Amhara,North Shewa,Mida Woremo,Meranya,10.2031,39.0853,0,"Around 7 August 2024 (as reported), ENDF, infantry and airborne divisions, jointly conducted military operations against Fano militia in Bey bela kebele (location coded to the admin center of the woreda, Meranya, Mida Woremo, North Shewa, Amhara), and Tegora, Rema, Kera Mejit, Alabo Biraba and Tababit (coded separately). ENDF claimed to have killed and captured an unspecified number of militants. Unspecified number of fatalities coded as 3. Fatalities split across six locations, fatalities coded as 0. Various guns, military uniforms, forged stamps, expired medicines and documents were seized.",8
2024-08-07,2024,Battles,Armed clash,Oromia,Bale,Agarfa,Oda Negeso,7.3263,39.6721,0,"Around 7 August 2024 (as reported), ENDF clashed with OLF-OLA in Oda Negeso, Agarfa woreda (Bale, Oromia). The clash resulted in farming activities being halted by farmers for their safety concerns. Casualties unknown.",8
2024-08-07,2024,Battles,Armed clash,Amhara,North Shewa,Mida Woremo,Tababit,10.2678,38.9531,0,"Around 7 August 2024 (as reported), ENDF, infantry and airborne divisions, jointly conducted military operations against Fano militia in Tababit kebele (Mida Woremo, North Shewa, Amhara), and Tegora, Rema, Kera Mejit, Alabo Biraba and Bey bela (coded separately). ENDF claimed to have killed and captured an unspecified number of militants. Unspecified number of fatalities coded as 3. Fatalities split across six locations, fatalities coded as 1. Various guns, military uniforms, forged stamps, expired medicines, and documents were seized.",8
