event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2022-10-03,2022,Battles,Government regains territory,Amhara,North Wello,Raya Kobo,Kobo Robit,12.0118,39.6283,0,"On 3 October 2022, government forces, i.e., ENDF, Amhara regional special forces and Fano militias, regained control of Raya kobo [coded at Kobo Robit (Raya Kobo, North Wello, Amhara)] and Gobiye (coded separately). On 2 October 2022, TPLF stated its forces withdrew from North Wello zone in Amhara region due to the strategic change of the group, while other reports stated that government forces pushed out TPLF forces.",10
2022-10-03,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Tigray,Eastern Tigray,Erob,Mt. Asimba,14.4479,39.6158,10,"Around 3 October 2022 (beginning of month), ENDF and EDF jointly shelled a town in Erob woreda (location coded to Mt. Asimba, Erob, Eastern Tigray, Tigray), killing unknown number of civilians. Unspecified number of fatalities from the shelling is coded as 10.",10
2022-10-03,2022,Strategic developments,Arrests,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,0,"Around 3 October 2022 (as reported), according to the Joint Peace and Security Task Force, 166 people accused of being members of TPLF, OLF-Shane and IS and conspiring to commit various acts to disturb the Meske and Ireecha celebration were arrested. Some were accused of organizing 'cells' of OLF-Shane and recruiting members of Abba Torbe while others were accused of working with IS and TPLF. Various weapons, including bombs and explosives, were also seized. It is not clear where these arrests were conducted. Hence, the event was coded at the headquarters of the Joint Task Force, Addis Ababa (Lideta, Region 14, Addis Ababa).",10
2022-10-04,2022,Explosions/Remote violence,Air/drone strike,Tigray,North Western Tigray,Adi Daero,Adi Dairo,14.3156,38.1709,50,"On 4 October 2022, Ethiopian Air Force conducted an air strike in Adi Dairo, Adi Daero woreda (North Western Tigray, Tigray). At least 50 people (some sources say up to 65) were killed and over 70 wounded due to the strike. The humanitarian sources say the strike hit a school that was sheltering IDPs displaced by conflict between the federal and the TPLF. ENDF denied targeting civilians, saying it carried out the strike 'to neutralize members of the TPLF'.",10
2022-10-04,2022,Protests,Peaceful protest,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,0,"On 4 October 2022, Tigrayan residents of Addis Ababa protested against TPLF in front of US and UK embassy in Addis Ababa (Lideta, Region 14, Addis Ababa).",10
2022-10-05,2022,Battles,Armed clash,Oromia,West Wellega,Babo,Debeka,9.4712,35.1979,2,"Around 5 October 2022 (week of), government security forces (assumed to be Oromia regional special forces and Kebele Militias) conducted joint military operation against OLF Shane in an unspecified location (coded to main town, Debeka, in Babo Gambela woreda, West Wellega, Oromia). The government forces claimed to have killed 2 and captured 4 OLF Shane.",10
2022-10-05,2022,Violence against civilians,Attack,Amhara,North Wello,Kobo town,Kobo,12.15,39.6333,1,"Around 5 October 2022 (as reported), TPLF forces killed a 25-year-old ethnic Amhara man in Kobo town (North Wello, Amhara) when he tried to stop TPLF forces from looting his neighbor's properties. This killing occurred after the group regained control of the town on 27 August 2022.",10
2022-10-05,2022,Riots,Mob violence,Gambela,Agnewak,Gambela town,Gambella,8.2503,34.5878,0,"On 5 October 2022, a group of people entered the Ethiopian Human Rights Commission (EHRC) office in Gambella, Gambela town (Agnewak, Gambela) and conducted what the officials said was 'attacks targeting EHRC employees' and threatened to close their regional office. The event followed the recent EHRC report on what the commission said was 'extrajudicial killings of civilians' by the regional government forces during the violent events in mid-June (coded separately). No casualties.",10
2022-10-05,2022,Strategic developments,Looting/property destruction,Oromia,West Wellega,Babo,Debeka,9.4712,35.1979,0,"Looting: Around 5 October 2022 (week of), government security forces (assumed to be Oromia regional special forces and Kebele Militias) looted and destroyed properties of a woman in 02 kebele (a location coded to Debeka, in Babo Gambela woreda, West Wellega, Oromia), after entering her house at night and accusing her husband of allegedly member of OLF Shane.",10
2022-10-05,2022,Strategic developments,Agreement,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,0,"On 5 October 2022, the federal government and TPLF agreed to participate in AU-led peace talks and accepted AU's invitation to participate in this talk. The first peace talk was planned to be held on 8 October 2022 in South Africa. However, due to 'logistic reasons' the talk was canceled. It is not clear when the peace talk will be held. Event coded at the capital city, Addis Ababa (Lideta, Region 14, Addis Ababa).",10
2022-10-06,2022,Violence against civilians,Attack,Oromia,Horo Gudru Wellega,Amuru,Amuru,9.9833,36.9667,5,"On 6 October 2022, unidentified armed group arbitrarily opened gun fire on civilian residents and killed 5 people in Wali Lukuma kebele (a location coded to admin center, Amuru, in Amuru woreda, Horo Gudru Wellega, Oromia) and forced residents to flee to other neighboring areas. The group also destroyed civilian houses and looted around 80 cattle.",10
2022-10-06,2022,Strategic developments,Looting/property destruction,Oromia,East Shewa,Boset,Kawa Gebeya,8.7081,39.7233,0,"Property destruction: On 6 October 2022, ENDF allegedly burned down and destroyed houses of 8 farmers in Kawa Gebeya kebele, Boset (East Shewa, Oromia), after accusing them of having relationship with OLF Shane.",10
2022-10-06,2022,Violence against civilians,Attack,Gambela,Nuwer,Makuey,Nginngang Town,8.3023,33.6819,3,"On 6 October 2022, ethnic Murle militia men (from South Sudan) opened gun fire and killed 3 people in Longjok kebele (a location coded to admin center, Nginngang Town, in Makuey woreda in Nuwer, Gambela). The group also abducted an eleven-year-old boy.",10
2022-10-07,2022,Explosions/Remote violence,Air/drone strike,Tigray,North Western Tigray,Zana,Zana,13.8833,38.4582,0,"On 7 October 2022, ENDF conducted air strikes in Zana, Danglat and Agebe, targeting TPLF military training campus. Casualties unknown. All locations not found, coded at Zana (North Western Tigray, Tigray).",10
2022-10-07,2022,Explosions/Remote violence,Air/drone strike,Tigray,South Eastern Tigray,Samre,Dengolat,13.3088,39.3274,5,"On 7 October 2022, Ethiopia Air Force conducted an airstrike that killed at least 5 people and wounded 37 others in Dengolat, Samre woreda (South Eastern Tigray, Tigray). Ethiopian government officials did not comment on the incident. The number of casualties may be higher.",10
2022-10-07,2022,Violence against civilians,Attack,Oromia,West Shewa,Ifata,Ilfeta,9.1808,37.9497,2,"On 7 October 2022, government forces (assumed to be Oromia regional special forces) shot and killed 2 youths in Goso Michael kebele (a location coded to admin center, Ilfeta, in Ilfata [Ifata] woreda, West Shewa, Oromia), over accusation of being members of OLF Shane. Both victims were brothers who were arrested two days before; they were taken out of prison, shot, and killed in public.",10
2022-10-08,2022,Strategic developments,Looting/property destruction,Oromia,West Shewa,Mida Kegn,Kegni,9.1145,37.6264,0,"Property destruction: On 8 October 2022, government soldiers (assumed to be ENDF) burned down houses belonging to 5 households in Boku Niso kebele (a location coded to admin center, Kegni, in Mida Kegn woreda, West Shewa, Oromia). The owners were accused of having relationship with OLF Shane group.",10
2022-10-08,2022,Riots,Mob violence,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,1,"Around 8 October 2022 (weekend of), a group of youth killed one member of TPLF who was forcing residents to give their children to the TPLF forces in Mekelle (Mekele, Tigray).",10
2022-10-09,2022,Strategic developments,Change to group/activity,Oromia,Kellem Wollega,Gidami,Gidami,8.9833,34.6167,0,"Recruitment: On 9 October 2022, OLF Shane inaugurated the graduation ceremony for 'several hundreds' of its newly recruited fighters under its 'Western Zone Command' (coded to Gidami, Gidami woreda, Kellem Wollega, Oromia). A senior leader of the group was seen making speech during the ceremony.",10
2022-10-09,2022,Strategic developments,Change to group/activity,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,0,"Recruitment: On 9 October 2022, TPLF forces have called on all Tigray residents to take part in the war that it said, 'has reached a critical stage'. The call came after the planned peace talks organized by the AU in South Africa was announced 'postponed for logistical reasons'. The event is coded at Mekele, Mekelle, Mekelle Tigray, Tigray).",10
2022-10-09,2022,Violence against civilians,Attack,Oromia,East Wellega,Gida Ayana,Gutin,9.5647,36.632,5,"On 9 October 2022, ethnic Amhara militia men allegedly shot and killed 5 and wounded 3 people in Gutin [Gute Gudina] kebele, Gida Ayana woreda (East Wellega, Oromia). The armed group also looted unspecified amounts from and items of civilian properties.",10
2022-10-10,2022,Battles,Armed clash,Tigray,Central Tigray,Rama,Rama,14.4133,38.7847,0,"On 10 October 2022, EDF and TPLF forces began clashing in Tserona (location not found, coded at Rama (Central Tigray, Tigray)), Rama, and Zela Ambesa towns. Casualties unknown.",10
2022-10-10,2022,Battles,Armed clash,Tigray,Eastern Tigray,Zala Anbesa town,Zela Ambesa,14.5219,39.385,0,"On 10 October 2022, EDF and TPLF forces began clashing in Zela Ambesa (Zala Anbesa town, Eastern Tigray, Tigray), Rama, and Tserona towns (coded separately) . Casualties unknown.",10
2022-10-10,2022,Violence against civilians,Attack,Tigray,Southern Tigray,Korem town,Korem,12.5075,39.5222,10,"Around 10 October 2022 (as reported), TPLF forces killed and abducted an unidentified number of people in Korem (Korem town, Southern Tigray, Tigray) and Alamata (coded separately). The group also looted properties. An unidentified number of fatalities in active conflict zone coded as 10.",10
2022-10-10,2022,Battles,Government regains territory,Amhara,West Gondar,Metema,Metema,12.9521,36.1563,10,"On 10 October 2022, TPLF forces, Samri group, Qemant armed group and Gumuz armed group clashed with ENDF, Amhara regional special forces and Amhara militias in Jebers Kara area, Bere mountain and Sharo mountains in Teha in Metema woreda in Amhara region. An unidentified number of TPLF and its affiliated groups were reported killed, and the rest were forced to retreat to Sudan. The government force regained control of the forts of TPLF and its affiliated armed groups in these areas. Locations not found. As the report indicated that these areas are close to Metema town, event coded at Metema (West Gondar, Amhara). An unknown number of fatalities in an active conflict zone was coded as 10.",10
2022-10-10,2022,Violence against civilians,Attack,Oromia,Horo Gudru Wellega,Amuru,Agemsa,10.1459,36.9362,2,"On 10 October 2022, ethnic Amhara militia men shot and killed 2 youths in Goyi, a village near Agemsa town, Amuru woreda (Horo Gudru Wellega, Oromia). No further information is available.",10
2022-10-10,2022,Battles,Armed clash,Tigray,Central Tigray,Rama,Rama,14.4133,38.7847,10,"On 10 October 2022, EDF and TPLF forces began clashing in Rama (Central Tigray, Tigray), Zela Ambesa and Tserona towns (coded separately). An unidentified number of people were reported killed in Rama. Casualties in the other two towns in unknown. An unknown number of fatalities in active conflict zone coded as 10.",10
2022-10-10,2022,Violence against civilians,Attack,Tigray,Southern Tigray,Alamata town,Alamata,12.416,39.5597,10,"Around 10 October 2022 (as reported), TPLF forces killed and abducted an unidentified number of people in Alamata (Alamata town, Southern Tigray, Tigray) and Korem (coded separately). The group also looted properties. An unidentified number of fatalities in active conflict zone coded as 10.",10
2022-10-11,2022,Riots,Mob violence,Amhara,South Gondar,Debre Tabor town,Debre Tabor,11.85,38.0166,1,"On 11 October 2022, 7150 Grade 12 students who were sitting on the National University entrance exam in Debre Tabor University refused to take their exam, left their exam rooms, and 'attacked' (means not mentioned) examiners and security officers in Debre Tabor town (South Gondar, Amhara). The riot erupted following what the officials said was the 'fake news' widely shared on social medias claiming that 'exams were taken out and accessed in other areas.' 1 student was killed, and tow examiners and five security personnel [coded as Amhara state police] were wounded in the riot.",10
2022-10-11,2022,Battles,Armed clash,Benshangul/Gumuz,Metekel,Madira,Mandura,11.0177,36.3063,6,"On 11 October 2022, Gumuz armed group ambushed a convoy of woreda officials escorted by Federal Police and ENDF in in an area between Ejenta and Tuni Dabisha kebeles in Mandura woreda (Madira, Metekel, Benshangul Gumuz). At least six people, including Head of Mandura Woreda Administration, his driver, an ENDF commander and 3 Federal Police officers, were killed and four others wounded. Two more people have gone missing.",10
2022-10-12,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Amhara,North Wello,Raya Kobo,Kalim,11.9127,39.5339,1,"Around 12 October 2022 (week of), a land mine (assumed to be planted by TPLF forces) exploded killed 1 person and wounded 4 people in Kalim, Raya Kobo woreda (North Wello, Amhara). The woreda police alerted residents of the area previously under TPLF control to report potential explosives and not to touch them.",10
2022-10-12,2022,Explosions/Remote violence,Air/drone strike,Tigray,Southern Tigray,Raya Alamata,Waja,12.285,39.6022,0,"Around 12 October 2022 (week of), ENDF conducted an air strike targeting TPLF forts around Harosha river, around Waja town (Raya Alamata, Southern Tigray, Tigray). Casualties unknown.",10
2022-10-12,2022,Violence against civilians,Attack,Oromia,Finfine Special,Burayu,Burayu,9.0355,38.6619,1,"On 12 October 2022, an unidentified gun man shot and killed a senior member of Oromo Liberation Front (OLF) political party leadership in front of his house in Burayu town in Finfine Special zone in Oromia region. He died shortly after reaching a hospital in Addis and his burial ceremony was held in his home town, Nekemte.",10
2022-10-12,2022,Battles,Armed clash,Tigray,North Western Tigray,Asgede,Dedebit,14.0705,37.7624,0,"On 12 October 2022, Ethiopian government allied forces (ENDF and EDF) clashed with TPLF forces around Dedebit, Asgede woreda (North Western Tigray). Casualties unknown.",10
2022-10-12,2022,Strategic developments,Non-violent transfer of territory,Oromia,East Shewa,Dugda,Dugda,8.1929,38.754,0,"Around 12 October 2022 (as reported), OLF-Shane forces regained control of three woredas, Dugda, Liben Chukala (coded separately) and Bora (coded separately) woredas in East Shewa zone in Oromia. It is unclear whether there was an armed clash between OLF-Shane and government forces.",10
2022-10-12,2022,Explosions/Remote violence,Air/drone strike,Tigray,Southern Tigray,Raya Alamata,Merewa,12.3566,39.2585,3,"Around 12 October 2022 (week of), ENDF conducted an airstrike targeting a TPLF vehicle that was transporting weapons to TPLF forces around Merewa (Raya Alamata, Southern Tigray, Tigray). An unidentified number of TPLF forces were reported killed. An unknown number of fatalities coded as 3.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Gondar,Addi Arekay,Addi Arkay,13.452,38.0626,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Teta, Siminiza, Jama river, Mai Deha, Mai Kachi, Kolofiya, Adi Guba, and Guyan (locations not found and also coded to Addi Arkay) (North Gondar, Amhara), Addi Arkay town (coded separately), and Aba Mar (coded separately) areas, regaining control of these areas shortly after. Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Gondar,Addi Arekay,Aba Mar,13.467,38.1108,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Aba Mar (Addi Arekay, North Gondar, Amhara), Teta, Siminiza, Jama river, Mai Deha, Mai Kachi, Kolofiya, Adi Guba, Guyan and Addi Arkay town (coded separately), regaining control of these areas shortly after. Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Gondar,Addi Arekay,Addi Arkay,13.452,38.0626,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Addi Arkay town (Addi Arekay, North Gondar, Amhara), Teta, Siminiza, Jama river, Mai Deha, Mai Kachi, Kolofiya, Adi Guba, Guyan and Aba Mar (coded separately), regaining control of these areas shortly after. Casualties unknown.",10
2022-10-12,2022,Battles,Armed clash,Tigray,Southern Tigray,Raya Alamata,Waja,12.285,39.6022,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces around Harosha river around Waja town (Raya Alamata, Southern Tigray, Tigray). Casualties unknown.",10
2022-10-12,2022,Riots,Mob violence,Addis Ababa,Region 14,Kirkos,Kazanchis,9.0159,38.7712,0,"On 12 October 2022, ethnic Amhara rioters allegedly entered a primary school [Felege Yordanos] in Kazanchis, Kirkos Sub City (Addis Ababa, Region 14) and damaged educational materials of Afan Oromo classes, attacked and injured learners and teachers (means not known), and pulled down the Oromia regional flag. The police arrested suspected organizers.",10
2022-10-12,2022,Violence against civilians,Attack,Oromia,West Guji,Bule Hora town,Bule Hora,5.6243,38.2435,8,"Around 12 October 2022 (week of), ENDF soldiers shot and killed 8 people in 'several' unspecified kebeles (coded to admin center, Bule Hora town, in Bule Hora woreda, West Guji, Oromia) after accusing them of being members of OLF Shane group.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Raya Alamata,Mehago,12.3145,39.3875,2,"Around 12 October 2022 (week of), government forces assumed to be ENDF, Amhara regional special forces, Fano and Amhara militias clashed with TPLF forces in Mehago (Raya Alamata, Southern Tigray, Tigray), Waja, Smiza, Meharmar, Jemedo and Merewa (coded separately) areas, regaining control of these areas shortly after. An unidentified number of TPLF forces were killed and surrendered. An unknown number of fatalities in an active conflict zone was coded as 10 and split into five locations.",10
2022-10-12,2022,Strategic developments,Non-violent transfer of territory,Oromia,East Shewa,Bora,Alem Tena,8.3,38.95,0,"Around 12 October 2022 (as reported), OLF-Shane forces regained control of three woredas, Bora (coded at Alem Tena, Bora, East Shewa Oromia), Liben Chukala (coded separately) and Dugda (coded separately) woredas in East Shewa zone in Oromia. It is unclear whether there was an armed clash between OLF-Shane and government forces.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Zata,Zata,12.525,39.2479,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Zata (Zata, Southern Tigray, Tigray), Merewa, Deqol, Kozba and Gera Kasu mountains (coded separately), regaining control of these areas. Casualties unknown.",10
2022-10-12,2022,Strategic developments,Non-violent transfer of territory,Oromia,East Shewa,Liben Chukala,Adulala,8.5398,38.9007,0,"Around 12 October 2022 (as reported), OLF-Shane forces regained control of three woredas, Liben Chukala (coded at Adulala, Liben Chukala, East Shewa Oromia), Dugda (coded separately) and Bora (coded separately) woredas in East Shewa zone. It is unclear whether there was an armed clash between OLF-Shane and government forces.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Raya Alamata,Waja,12.285,39.6022,2,"Around 12 October 2022 (week of), government forces assumed to be ENDF, Amhara regional special forces, Fano and Amhara militias clashed with TPLF forces in Waja (Raya Alamata, Southern Tigray, Tigray), Smiza, Meharmar, Merewa, Jemedo, and Mahgo (coded separately) areas, regaining control of these areas shortly after. An unidentified number of TPLF forces were killed and surrendered. An unknown number of fatalities in an active conflict zone was coded as 10 and split into five locations.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Ofla,Gera Kasu mountain,12.4503,39.5202,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Gera Kasu mountain (Ofla, Southern Tigray, Tigray), Merewa, Deqol, Kozba and Zata (coded separately), regaining control of these areas. Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Wello,Gidan,Wetwet,12.2759,39.3424,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Wetwet (Gidan, North Wello, Amhara) Simonsa, Gragn Agew, Dogyat (coded separately), controlling these areas shortly after. Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Raya Alamata,Merewa,12.3566,39.2585,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Kozba (location not found, coded at Merewa, Raya Alamata, Southern Tigray, Tigray), Deqol, Merewa, Zata and Gera Kasu mountains (coded separately), regaining control of these areas. Casualties unknown.",10
2022-10-12,2022,Battles,Armed clash,Tigray,North Western Tigray,Tahtay Adiyabo,Adiambo,14.1399,37.5338,0,"On 12 October 2022, Ethiopian government allied forces (ENDF and EDF) clashed with TPLF forces around Adiyabo [Adiambo], Tahtay Adiyabo woreda (North Western Tigray). Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Zata,Deqol,12.5029,39.2718,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Deqol (Raya Alamata, Southern Tigray, Tigray), Kozba, Merewa, Zata and Gera Kasu mountains (coded separately), regaining control of these areas. Casualties unknown.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Wello,Gidan,Wetwet,12.2759,39.3424,0,"Around 12 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces in Wetwet, Simonsa, Gragn Agew, Dogyat, coded at Wetwet (Gidan, North Wello, Amhara) in North Wello zone in Amhara region, controlling these areas shortly after. Casualties unknown.",10
2022-10-12,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Amhara,North Wello,Raya Kobo,Werke,11.981,39.7748,0,"Around 12 October 2022 (week of), a land mine (assumed to be planted by TPLF) exploded and wounded an unknown number of civilians in Werke, Raya Kobo woreda (North Wello, Amhara). There were no fatalities. The explosion also killed two cows. The woreda police alerted residents of the area previously under TPLF control to report potential explosives and not to touch them.",10
2022-10-12,2022,Battles,Government regains territory,Amhara,North Wello,Raya Kobo,Jemedo,12.2548,39.4227,2,"Around 12 October 2022 (week of), government forces assumed to be ENDF, Amhara regional special forces, Fano and Amhara militias clashed with TPLF forces in Jemedo (Raya Kobo, North Wello, Amhara), Waja, Smiza, Meharmar, Merewa and Mahgo (coded separately) areas, regaining control of these areas shortly after. An unidentified number of TPLF forces were killed and surrendered. An unknown number of fatalities in an active conflict zone was coded as 10 and split into five locations.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Raya Alamata,Waja,12.285,39.6022,2,"Around 12 October 2022 (week of), government forces assumed to be ENDF, Amhara regional special forces, Fano and Amhara militias clashed with TPLF forces in Smiza and Meharmar, coded to Waja (Raya Alamata, Southern Tigray, Tigray), Waja, Merewa, Jemedo, and Mahgo (coded separately) areas, regaining control of these areas shortly after. An unidentified number of TPLF forces were killed and surrendered. An unknown number of fatalities in an active conflict zone was coded as 10 and split into four locations.",10
2022-10-12,2022,Battles,Government regains territory,Tigray,Southern Tigray,Raya Alamata,Merewa,12.3566,39.2585,2,"Around 12 October 2022 (week of), government forces assumed to be ENDF, Amhara regional special forces, Fano and Amhara militias clashed with TPLF forces in Merewa (Raya Alamata, Southern Tigray, Tigray), Waja, Smiza, Meharmar, Jemedo, and Mahgo (coded separately) areas, regaining control of these areas shortly after. An unidentified number of TPLF forces were killed and surrendered. An unknown number of fatalities in an active conflict zone was coded as 10 and split into five locations.",10
2022-10-13,2022,Violence against civilians,Attack,Benshangul/Gumuz,Metekel,Madira,Mandura,11.0177,36.3063,0,"On 13 October 2022, Gumuz armed group attacked Gumuz people in Tuni Dadisha kebele in Mandura woreda (Madira, Metekel, Benshangul/Gumuz). Casualties unknown.",10
2022-10-13,2022,Battles,Armed clash,Oromia,East Wellega,Gida Ayana,Ayana,9.8833,36.6167,6,"Around 13 October 2022 (as reported), ethnic Amhara Militias clashed with ethnic Oromo militias in Haro Ayana kebele, Gida Ayana woreda (East Wellega, Oromia). 6 ethnic Oromo militias were killed in the clash and 3 others wounded.",10
2022-10-14,2022,Explosions/Remote violence,Air/drone strike,Tigray,North Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,3,"On 14 October 2022, ENDF conducted an air strike targeting TPLF forces in Shire (Tahtay Koraro, North Western Tigray,mTigray). This air strike killed three people, including one employee of the International Rescue Committee (IRC) and two civilians, and injured four others, including one employee of IRC and three civilians.",10
2022-10-14,2022,Battles,Armed clash,Tigray,North Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,0,"On 14 October 2022, ENDF and TPLF forces clashed in Shire (Tahtay Koraro, North Western Tigray, Tigray). Casualties unknown. ENDF also conducted an air strike targeting TPLF forces in Shire (coded separately).",10
2022-10-14,2022,Battles,Armed clash,Tigray,Southern Tigray,Alamata town,Alamata,12.416,39.5597,0,"On 14 October 2022, ENDF, Amhara regional special forces, Amhara militias and Fano militias clashed with TPLF forces around the airport located five kilometers from Alamata town (Southern Tigray, Tigray). Casualties unknown.",10
2022-10-14,2022,Strategic developments,Looting/property destruction,Oromia,Bale,Agarfa,Oda Negeso,7.3263,39.6721,0,"Property destruction: On 14 October 2022, Oromia regional special forces and Kebele militias allegedly burned down and destroyed 20 houses belonging to 18 farmers in Oda Negeso kebele, Agarfa woreda (Bale, Oromia), after accusing them of being OLF Shane supporters.",10
2022-10-15,2022,Battles,Armed clash,Tigray,Southern Tigray,Alamata town,Alamata,12.416,39.5597,0,"On 15 October 2022, ENDF, Amhara regional special forces, Amhara militias and Fano militias continued to clash with TPLF forces around the airport located five kilometers from Alamata town (Southern Tigray, Tigray). Casualties unknown.",10
2022-10-15,2022,Violence against civilians,Attack,Oromia,East Wellega,Kiremu,Gudina Jiregna,9.9145,36.8859,7,"On 15 October 2022, ethnic Amhara militia men opened gun fire and killed at least 21 people (some say up to 30) and wounded 43 civilians in Gudina Jiregna kebele, Kiremu woreda (East Wellega, Oromia) and Burka Sorema and Chefe Sorema kebeles (coded separately). The armed group also burned down civilian houses and looted properties. The number of fatalities split across three events and coded as 7.",10
2022-10-15,2022,Strategic developments,Other,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,0,"Displacement: Around 15 October 2022 (month of), around half a million people were forced to flee their homes and were displaced mainly from Shire and other surrounding areas, amid risk of the resumed fighting's between the TPLF and ENDF and its allied forces, in North Western Tigray zone. Over 470 thousand internally displaced people have reached in Mekele, Mekelle (Mekelle Tigray, Tigray) in the mid of October.",10
2022-10-15,2022,Violence against civilians,Attack,Oromia,East Shewa,Fentale,Turo Bedenota,8.8001,39.7209,1,"On 15 October 2022, ENDF and Oromia regional special forces shot and killed a Kereyu Oromo communal leader, reportedly execution style, in Turo Bedenota kebele, Fentale woreda (East Shewa, Oromia), for unknown reason. Several other individuals were taken into custody following the attack, including the victim's brother and sister.",10
2022-10-15,2022,Violence against civilians,Attack,Oromia,East Wellega,Kiremu,Chefe Sorema,9.9492,36.8809,7,"On 15 October 2022, ethnic Amhara militia men opened gun fire and killed at least 21 people (some say up to 30) and wounded 43 civilians in Chefe Sorema kebele, Kiremu woreda (East Wellega, Oromia), and in Gudina Jiregna and Burka Sorema kebeles (coded separately). The armed group also burned down civilian houses and looted properties. The number of fatalities split across three events and coded as 7.",10
2022-10-15,2022,Protests,Peaceful protest,South Ethiopia Region,Welayta,Sodo Town,Sodo,6.86,37.7616,0,"On 15 October 2022, Tigrayans who reside in Sodo held a protest against TPLF in Sodo town (Welayta, SNNP). They condemned the killing of civilians by TPLF and asked the international community to condemn the TPLF. They also supported the government's efforts to peace talks and ENDF.",10
2022-10-15,2022,Strategic developments,Arrests,Benshangul/Gumuz,Metekel,Dangura,Manbuk,11.2833,36.2167,0,"On 15 October 2022, out of 72 people, 30 people accused of about to join TPLF for training in the neighboring country Sudan were arrested by the police in Anjuwaku Kebele in Dangur woreda, while the rest managed to escape. Location not found, coded at Manbuk (Dangura, Metekel, Benshangul Gumuz).",10
2022-10-15,2022,Battles,Armed clash,Oromia,East Shewa,Fentale,Gidara,8.7536,39.795,2,"Around 15 October 2022 (weekend of), ENDF and Oromia regional special forces conducted a joint military operation against OLF Shane in Gidara kebele, Fentale woreda (East Shewa, Oromia). At least 2 unnamed men were killed. Some sources report the incident as a clash while others claim that security forces opened fire on unarmed civilians.",10
2022-10-15,2022,Violence against civilians,Attack,Oromia,East Wellega,Kiremu,Burka Sorema,9.9338,36.753,7,"On 15 October 2022, ethnic Amhara militia men opened gun fire and killed at least 21 people (some say up to 30) and wounded 43 civilians in Burka Sorema kebele, Kiremu woreda (East Wellega, Oromia) and Gudina Jiregna and Chefe Sorema kebeles (coded separately). The armed group also burned down civilian houses and looted properties. The number of fatalities split across three events and coded as 7.",10
2022-10-15,2022,Battles,Armed clash,Benshangul/Gumuz,Metekel,Madira,Ejenta,10.9873,36.2324,3,"On 15 October 2022, ENDF and Gumuz militias clashed with Gumuz rebel group (coded as Gumuz militias) in Ejenta, Welamsha Maya and Eftawun kebeles in Mandura woreda. These armed clashes followed the killing of Mandura woreda administrator on 11 October 2022 (coded separately). Unidentified members of Gumuz rebel group were killed and surrendered. Unknown number of fatalities in low conflict zone is coded as 3. All locations were not found coded at Ejenta (Mandura, Metekel, Benshangul Gumuz).",10
