ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2012,12,17,ETH,ET030615,8.5,8.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2015,6,1,ETH,ET030615,0.5,0.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2016,8,1,ETH,ET030615,0.5,0.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2016,10,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2018,7,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2020,1,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2021,12,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2022,5,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2022,6,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2022,10,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2022,12,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,4,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,5,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,7,2,ETH,ET030615,1.0,1.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,8,13,ETH,ET030615,6.5,6.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,9,81,ETH,ET030615,40.5,40.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2023,10,17,ETH,ET030615,8.5,8.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,3,10,ETH,ET030615,5.0,5.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030615,0.5,0.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,5,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,6,2,ETH,ET030615,1.0,1.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,8,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,6,ETH,ET030615,3.0,3.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,23,ETH,ET030615,11.5,11.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,11,20,ETH,ET030615,10.0,10.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,2,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,13,ETH,ET030615,6.5,6.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,4,10,ETH,ET030615,5.0,5.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,5,0,ETH,ET030615,0.0,0.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,6,2,ETH,ET030615,1.0,1.0
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,7,13,ETH,ET030615,6.5,6.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,8,1,ETH,ET030615,0.5,0.5
ET030615,Debre Markos town,ET0306,East Gojam,ET03,Amhara,ET,2025,9,2,ETH,ET030615,1.0,1.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030616,0.0,0.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2024,9,5,ETH,ET030616,2.5,2.5
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030616,0.0,0.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2025,1,4,ETH,ET030616,2.0,2.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2025,3,3,ETH,ET030616,1.5,1.5
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030616,0.0,0.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2025,7,4,ETH,ET030616,2.0,2.0
ET030616,Senan,ET0306,East Gojam,ET03,Amhara,ET,2025,8,1,ETH,ET030616,0.5,0.5
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2024,6,4,ETH,ET030617,2.0,2.0
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2024,7,1,ETH,ET030617,0.5,0.5
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2024,8,10,ETH,ET030617,5.0,5.0
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2024,11,13,ETH,ET030617,6.5,6.5
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2025,1,4,ETH,ET030617,2.0,2.0
ET030617,Aneded,ET0306,East Gojam,ET03,Amhara,ET,2025,8,1,ETH,ET030617,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2023,6,1,ETH,ET030618,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2023,8,1,ETH,ET030618,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2023,10,8,ETH,ET030618,4.0,4.0
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2023,12,3,ETH,ET030618,1.5,1.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2024,5,0,ETH,ET030618,0.0,0.0
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,13,ETH,ET030618,6.5,6.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,3,ETH,ET030618,1.5,1.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030618,0.0,0.0
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,1,1,ETH,ET030618,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030618,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030618,0.0,0.0
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,7,15,ETH,ET030618,7.5,7.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,8,1,ETH,ET030618,0.5,0.5
ET030618,Amanuel town,ET0306,East Gojam,ET03,Amhara,ET,2025,9,3,ETH,ET030618,1.5,1.5
ET030619,Sedae,ET0306,East Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030619,0.5,0.5
ET030619,Sedae,ET0306,East Gojam,ET03,Amhara,ET,2025,2,16,ETH,ET030619,8.0,8.0
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2022,3,0,ETH,ET030620,0.0,0.0
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2023,9,4,ETH,ET030620,2.0,2.0
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2024,2,3,ETH,ET030620,1.5,1.5
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,0,ETH,ET030620,0.0,0.0
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030620,0.0,0.0
ET030620,Gundwoin town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030620,0.0,0.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030621,0.0,0.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2023,6,12,ETH,ET030621,6.0,6.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2023,10,4,ETH,ET030621,2.0,2.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,3,10,ETH,ET030621,5.0,5.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,4,61,ETH,ET030621,30.5,30.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,0,ETH,ET030621,0.0,0.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,8,10,ETH,ET030621,5.0,5.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,3,ETH,ET030621,1.5,1.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,3,ETH,ET030621,1.5,1.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,11,3,ETH,ET030621,1.5,1.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2024,12,2,ETH,ET030621,1.0,1.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2025,1,8,ETH,ET030621,4.0,4.0
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030621,0.5,0.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2025,4,1,ETH,ET030621,0.5,0.5
ET030621,Debrework town,ET0306,East Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030621,0.0,0.0
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030622,0.0,0.0
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2024,4,3,ETH,ET030622,1.5,1.5
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,0,ETH,ET030622,0.0,0.0
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2024,11,6,ETH,ET030622,3.0,3.0
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2025,1,3,ETH,ET030622,1.5,1.5
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030622,0.5,0.5
ET030622,Lumame town,ET0306,East Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030622,0.0,0.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,1,0,ETH,ET030623,0.0,0.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030623,0.0,0.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,3,10,ETH,ET030623,5.0,5.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,0,ETH,ET030623,0.0,0.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,20,ETH,ET030623,10.0,10.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030623,0.0,0.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,1,4,ETH,ET030623,2.0,2.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,2,1,ETH,ET030623,0.5,0.5
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,2,ETH,ET030623,1.0,1.0
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,4,1,ETH,ET030623,0.5,0.5
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,5,1,ETH,ET030623,0.5,0.5
ET030623,Merto Lemariyam town,ET0306,East Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030623,0.0,0.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030698,0.0,0.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2023,4,2,ETH,ET030698,1.0,1.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2023,7,2,ETH,ET030698,1.0,1.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2023,12,0,ETH,ET030698,0.0,0.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2024,4,17,ETH,ET030698,8.5,8.5
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,10,ETH,ET030698,5.0,5.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2024,8,1,ETH,ET030698,0.5,0.5
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,13,ETH,ET030698,6.5,6.5
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2024,11,10,ETH,ET030698,5.0,5.0
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2025,1,3,ETH,ET030698,1.5,1.5
ET030698,Dejen town,ET0306,East Gojam,ET03,Amhara,ET,2025,2,1,ETH,ET030698,0.5,0.5
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,1998,4,4,ETH,ET030699,2.0,2.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2023,4,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2023,8,8,ETH,ET030699,4.0,4.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,4,2,ETH,ET030699,1.0,1.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,7,1,ETH,ET030699,0.5,0.5
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,8,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,10,13,ETH,ET030699,6.5,6.5
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,11,3,ETH,ET030699,1.5,1.5
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030699,0.5,0.5
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2025,5,0,ETH,ET030699,0.0,0.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2025,6,2,ETH,ET030699,1.0,1.0
ET030699,Bechena Town,ET0306,East Gojam,ET03,Amhara,ET,2025,8,1,ETH,ET030699,0.5,0.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2022,11,3,ETH,ET030701,1.5,1.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2023,3,1,ETH,ET030701,0.5,0.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,2,7,ETH,ET030701,3.5,3.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030701,0.5,0.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,6,1,ETH,ET030701,0.5,0.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,8,10,ETH,ET030701,5.0,5.0
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,10,20,ETH,ET030701,10.0,10.0
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,11,20,ETH,ET030701,10.0,10.0
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,2,0,ETH,ET030701,0.0,0.0
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030701,0.5,0.5
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,5,10,ETH,ET030701,5.0,5.0
ET030701,Semen Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,8,3,ETH,ET030701,1.5,1.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2023,10,0,ETH,ET030702,0.0,0.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2023,11,10,ETH,ET030702,5.0,5.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,1,0,ETH,ET030702,0.0,0.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030702,0.0,0.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,3,4,ETH,ET030702,2.0,2.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,4,3,ETH,ET030702,1.5,1.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,5,5,ETH,ET030702,2.5,2.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,6,5,ETH,ET030702,2.5,2.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,7,16,ETH,ET030702,8.0,8.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,8,2,ETH,ET030702,1.0,1.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,9,4,ETH,ET030702,2.0,2.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,10,16,ETH,ET030702,8.0,8.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030702,0.0,0.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2025,1,2,ETH,ET030702,1.0,1.0
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2025,3,1,ETH,ET030702,0.5,0.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2025,4,3,ETH,ET030702,1.5,1.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2025,7,1,ETH,ET030702,0.5,0.5
ET030702,Bahirdar Zuria,ET0307,West Gojam,ET03,Amhara,ET,2025,8,3,ETH,ET030702,1.5,1.5
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,4,0,ETH,ET030703,0.0,0.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,5,1,ETH,ET030703,0.5,0.5
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,6,4,ETH,ET030703,2.0,2.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,8,15,ETH,ET030703,7.5,7.5
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,9,3,ETH,ET030703,1.5,1.5
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2024,11,10,ETH,ET030703,5.0,5.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2025,3,0,ETH,ET030703,0.0,0.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2025,5,10,ETH,ET030703,5.0,5.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030703,0.0,0.0
ET030703,Yilmana Densa,ET0307,West Gojam,ET03,Amhara,ET,2025,9,10,ETH,ET030703,5.0,5.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,3,0,ETH,ET030704,0.0,0.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030704,0.5,0.5
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,7,1,ETH,ET030704,0.5,0.5
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,8,8,ETH,ET030704,4.0,4.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030704,0.0,0.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,1,10,ETH,ET030704,5.0,5.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,2,4,ETH,ET030704,2.0,2.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,7,0,ETH,ET030704,0.0,0.0
ET030704,Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,8,3,ETH,ET030704,1.5,1.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2002,4,1,ETH,ET030705,0.5,0.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,2,47,ETH,ET030705,23.5,23.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,3,13,ETH,ET030705,6.5,6.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,4,0,ETH,ET030705,0.0,0.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,5,4,ETH,ET030705,2.0,2.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,7,8,ETH,ET030705,4.0,4.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,8,20,ETH,ET030705,10.0,10.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,10,10,ETH,ET030705,5.0,5.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2024,12,8,ETH,ET030705,4.0,4.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2025,2,9,ETH,ET030705,4.5,4.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2025,4,13,ETH,ET030705,6.5,6.5
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030705,0.0,0.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030705,0.0,0.0
ET030705,Sekela,ET0307,West Gojam,ET03,Amhara,ET,2025,9,6,ETH,ET030705,3.0,3.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2023,8,0,ETH,ET030706,0.0,0.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2023,9,30,ETH,ET030706,15.0,15.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030706,0.0,0.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,1,6,ETH,ET030706,3.0,3.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,2,10,ETH,ET030706,5.0,5.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,3,1,ETH,ET030706,0.5,0.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,6,1,ETH,ET030706,0.5,0.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,7,11,ETH,ET030706,5.5,5.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,8,6,ETH,ET030706,3.0,3.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,9,10,ETH,ET030706,5.0,5.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,10,7,ETH,ET030706,3.5,3.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,11,9,ETH,ET030706,4.5,4.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2024,12,12,ETH,ET030706,6.0,6.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,1,11,ETH,ET030706,5.5,5.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,2,1,ETH,ET030706,0.5,0.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,3,5,ETH,ET030706,2.5,2.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,4,0,ETH,ET030706,0.0,0.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,5,0,ETH,ET030706,0.0,0.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,6,14,ETH,ET030706,7.0,7.0
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,7,1,ETH,ET030706,0.5,0.5
ET030706,Quarit,ET0307,West Gojam,ET03,Amhara,ET,2025,8,18,ETH,ET030706,9.0,9.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2023,7,0,ETH,ET030707,0.0,0.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2023,8,0,ETH,ET030707,0.0,0.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2023,9,18,ETH,ET030707,9.0,9.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030707,0.0,0.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2023,12,10,ETH,ET030707,5.0,5.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,2,10,ETH,ET030707,5.0,5.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,3,13,ETH,ET030707,6.5,6.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,4,64,ETH,ET030707,32.0,32.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,5,0,ETH,ET030707,0.0,0.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,8,0,ETH,ET030707,0.0,0.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,9,13,ETH,ET030707,6.5,6.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,10,9,ETH,ET030707,4.5,4.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,11,3,ETH,ET030707,1.5,1.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2024,12,56,ETH,ET030707,28.0,28.0
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2025,3,3,ETH,ET030707,1.5,1.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2025,7,21,ETH,ET030707,10.5,10.5
ET030707,Dega Damot,ET0307,West Gojam,ET03,Amhara,ET,2025,8,3,ETH,ET030707,1.5,1.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2009,8,2,ETH,ET030708,1.0,1.0
