ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,12,5,ETH,ET040814,2.5,2.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2025,2,0,ETH,ET040814,0.0,0.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2025,3,3,ETH,ET040814,1.5,1.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2025,4,5,ETH,ET040814,2.5,2.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2025,5,0,ETH,ET040814,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2001,6,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2016,2,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2016,8,3,ETH,ET040815,1.5,1.5
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2016,9,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2016,12,1,ETH,ET040815,0.5,0.5
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2018,3,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2018,4,11,ETH,ET040815,5.5,5.5
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2018,5,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2018,6,200,ETH,ET040815,100.0,100.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2018,8,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2021,11,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2023,7,0,ETH,ET040815,0.0,0.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2023,12,4,ETH,ET040815,2.0,2.0
ET040815,Degeluna Tijo,ET0408,Arsi,ET04,Oromia,ET,2024,9,9,ETH,ET040815,4.5,4.5
ET040816,Tiyo,ET0408,Arsi,ET04,Oromia,ET,2023,5,4,ETH,ET040816,2.0,2.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2003,11,4,ETH,ET040817,2.0,2.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2004,10,2,ETH,ET040817,1.0,1.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2012,12,6,ETH,ET040817,3.0,3.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2016,3,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2016,6,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2016,8,2,ETH,ET040817,1.0,1.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2020,7,7,ETH,ET040817,3.5,3.5
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2020,9,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2021,9,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2021,10,8,ETH,ET040817,4.0,4.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2021,11,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2022,8,3,ETH,ET040817,1.5,1.5
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2022,11,8,ETH,ET040817,4.0,4.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2024,4,1,ETH,ET040817,0.5,0.5
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2024,9,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2024,11,0,ETH,ET040817,0.0,0.0
ET040817,Munessa,ET0408,Arsi,ET04,Oromia,ET,2025,3,0,ETH,ET040817,0.0,0.0
ET040818,Limu Bilbilo,ET0408,Arsi,ET04,Oromia,ET,2016,7,0,ETH,ET040818,0.0,0.0
ET040818,Limu Bilbilo,ET0408,Arsi,ET04,Oromia,ET,2023,11,0,ETH,ET040818,0.0,0.0
ET040819,Guna,ET0408,Arsi,ET04,Oromia,ET,2025,2,0,ETH,ET040819,0.0,0.0
ET040820,Sire,ET0408,Arsi,ET04,Oromia,ET,2025,5,0,ETH,ET040820,0.0,0.0
ET040821,Lude Hitosa,ET0408,Arsi,ET04,Oromia,ET,2016,2,0,ETH,ET040821,0.0,0.0
ET040821,Lude Hitosa,ET0408,Arsi,ET04,Oromia,ET,2016,8,1,ETH,ET040821,0.5,0.5
ET040822,Diksis,ET0408,Arsi,ET04,Oromia,ET,2010,7,1,ETH,ET040822,0.5,0.5
ET040822,Diksis,ET0408,Arsi,ET04,Oromia,ET,2016,8,1,ETH,ET040822,0.5,0.5
ET040824,Inkolo Wabe,ET0408,Arsi,ET04,Oromia,ET,2023,9,6,ETH,ET040824,3.0,3.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2015,12,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2016,3,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2016,5,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2016,8,5,ETH,ET040825,2.5,2.5
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2016,9,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2016,10,36,ETH,ET040825,18.0,18.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2017,10,1,ETH,ET040825,0.5,0.5
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2019,3,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2019,4,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2019,5,1,ETH,ET040825,0.5,0.5
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2019,10,6,ETH,ET040825,3.0,3.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2021,8,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2021,11,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2022,12,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2023,2,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,1,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,3,6,ETH,ET040825,3.0,3.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,4,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,8,1,ETH,ET040825,0.5,0.5
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,9,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2024,11,0,ETH,ET040825,0.0,0.0
ET040825,Asela town,ET0408,Arsi,ET04,Oromia,ET,2025,5,4,ETH,ET040825,2.0,2.0
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2016,2,0,ETH,ET040894,0.0,0.0
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2016,8,1,ETH,ET040894,0.5,0.5
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2016,9,1,ETH,ET040894,0.5,0.5
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2018,2,1,ETH,ET040894,0.5,0.5
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2020,10,1,ETH,ET040894,0.5,0.5
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2021,9,0,ETH,ET040894,0.0,0.0
ET040894,Bekoji town,ET0408,Arsi,ET04,Oromia,ET,2023,5,4,ETH,ET040894,2.0,2.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2002,8,5,ETH,ET040901,2.5,2.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2004,1,18,ETH,ET040901,9.0,9.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2005,2,6,ETH,ET040901,3.0,3.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2012,11,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2013,4,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2013,7,17,ETH,ET040901,8.5,8.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2013,9,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2013,11,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2013,12,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2015,12,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,1,10,ETH,ET040901,5.0,5.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,4,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,5,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,6,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,7,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2016,8,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,3,10,ETH,ET040901,5.0,5.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,8,6,ETH,ET040901,3.0,3.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,9,60,ETH,ET040901,30.0,30.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,10,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,11,5,ETH,ET040901,2.5,2.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2017,12,6,ETH,ET040901,3.0,3.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,1,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,3,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,4,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,5,3,ETH,ET040901,1.5,1.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,6,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,7,11,ETH,ET040901,5.5,5.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,8,3,ETH,ET040901,1.5,1.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2018,9,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2019,4,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2020,8,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,1,4,ETH,ET040901,2.0,2.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,2,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,6,4,ETH,ET040901,2.0,2.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,9,3,ETH,ET040901,1.5,1.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,10,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,11,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2021,12,20,ETH,ET040901,10.0,10.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2022,2,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2022,5,3,ETH,ET040901,1.5,1.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2022,9,1,ETH,ET040901,0.5,0.5
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2022,10,2,ETH,ET040901,1.0,1.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2023,6,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2023,8,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2023,12,0,ETH,ET040901,0.0,0.0
ET040901,Mieso,ET0409,West Hararge,ET04,Oromia,ET,2025,9,3,ETH,ET040901,1.5,1.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2003,11,9,ETH,ET040902,4.5,4.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2012,11,1,ETH,ET040902,0.5,0.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2012,12,4,ETH,ET040902,2.0,2.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2013,12,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2014,3,4,ETH,ET040902,2.0,2.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2015,8,4,ETH,ET040902,2.0,2.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2015,11,1,ETH,ET040902,0.5,0.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2016,1,1,ETH,ET040902,0.5,0.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2016,4,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2016,5,4,ETH,ET040902,2.0,2.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2016,8,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2017,3,1,ETH,ET040902,0.5,0.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2017,4,4,ETH,ET040902,2.0,2.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2017,12,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2018,1,2,ETH,ET040902,1.0,1.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2018,4,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2018,10,1,ETH,ET040902,0.5,0.5
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2021,11,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2021,12,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2022,12,0,ETH,ET040902,0.0,0.0
ET040902,Doba,ET0409,West Hararge,ET04,Oromia,ET,2025,9,3,ETH,ET040902,1.5,1.5
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2012,11,25,ETH,ET040903,12.5,12.5
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,1,3,ETH,ET040903,1.5,1.5
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,4,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,5,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,7,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,8,4,ETH,ET040903,2.0,2.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2016,9,1,ETH,ET040903,0.5,0.5
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2019,11,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2020,8,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2022,12,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2023,5,1,ETH,ET040903,0.5,0.5
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2024,6,0,ETH,ET040903,0.0,0.0
ET040903,Tulo (OR),ET0409,West Hararge,ET04,Oromia,ET,2024,12,3,ETH,ET040903,1.5,1.5
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2009,10,7,ETH,ET040904,3.5,3.5
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2014,5,1,ETH,ET040904,0.5,0.5
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,1,10,ETH,ET040904,5.0,5.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,5,0,ETH,ET040904,0.0,0.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,6,1,ETH,ET040904,0.5,0.5
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,7,0,ETH,ET040904,0.0,0.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,8,14,ETH,ET040904,7.0,7.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2016,9,0,ETH,ET040904,0.0,0.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2017,8,0,ETH,ET040904,0.0,0.0
ET040904,Mesela,ET0409,West Hararge,ET04,Oromia,ET,2018,12,0,ETH,ET040904,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2004,3,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2015,12,2,ETH,ET040905,1.0,1.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2016,1,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2016,7,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2016,8,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2016,9,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,1,12,ETH,ET040905,6.0,6.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,2,10,ETH,ET040905,5.0,5.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,4,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,7,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,8,5,ETH,ET040905,2.5,2.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,9,4,ETH,ET040905,2.0,2.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,11,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2017,12,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2018,1,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2018,2,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2018,3,2,ETH,ET040905,1.0,1.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2018,12,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2019,4,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2019,11,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2020,6,3,ETH,ET040905,1.5,1.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2021,3,1,ETH,ET040905,0.5,0.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2022,3,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2022,11,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2022,12,3,ETH,ET040905,1.5,1.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2023,1,4,ETH,ET040905,2.0,2.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2023,2,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2023,5,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2023,6,0,ETH,ET040905,0.0,0.0
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2023,7,17,ETH,ET040905,8.5,8.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2024,5,1,ETH,ET040905,0.5,0.5
ET040905,Chiro town,ET0409,West Hararge,ET04,Oromia,ET,2025,7,1,ETH,ET040905,0.5,0.5
ET040906,Anchar,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040906,0.0,0.0
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2009,7,11,ETH,ET040907,5.5,5.5
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2015,12,2,ETH,ET040907,1.0,1.0
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2016,1,8,ETH,ET040907,4.0,4.0
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040907,0.0,0.0
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2018,3,1,ETH,ET040907,0.5,0.5
ET040907,Goba Koricha,ET0409,West Hararge,ET04,Oromia,ET,2018,4,0,ETH,ET040907,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2016,1,0,ETH,ET040908,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040908,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2016,9,0,ETH,ET040908,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2017,11,2,ETH,ET040908,1.0,1.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2017,12,38,ETH,ET040908,19.0,19.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2018,4,0,ETH,ET040908,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2020,8,0,ETH,ET040908,0.0,0.0
ET040908,Habro,ET0409,West Hararge,ET04,Oromia,ET,2025,7,0,ETH,ET040908,0.0,0.0
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2015,12,0,ETH,ET040909,0.0,0.0
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2016,2,7,ETH,ET040909,3.5,3.5
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2016,9,0,ETH,ET040909,0.0,0.0
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2018,12,0,ETH,ET040909,0.0,0.0
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2022,10,0,ETH,ET040909,0.0,0.0
ET040909,Daro Lebu,ET0409,West Hararge,ET04,Oromia,ET,2024,5,1,ETH,ET040909,0.5,0.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2008,5,0,ETH,ET040910,0.0,0.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2009,7,0,ETH,ET040910,0.0,0.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2010,6,12,ETH,ET040910,6.0,6.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2010,7,12,ETH,ET040910,6.0,6.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2010,10,24,ETH,ET040910,12.0,12.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2013,7,7,ETH,ET040910,3.5,3.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2013,11,4,ETH,ET040910,2.0,2.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2015,8,0,ETH,ET040910,0.0,0.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2015,9,11,ETH,ET040910,5.5,5.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2015,10,5,ETH,ET040910,2.5,2.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2015,12,14,ETH,ET040910,7.0,7.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2016,1,22,ETH,ET040910,11.0,11.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2016,2,0,ETH,ET040910,0.0,0.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2016,3,6,ETH,ET040910,3.0,3.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2016,4,12,ETH,ET040910,6.0,6.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2016,8,4,ETH,ET040910,2.0,2.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2017,9,0,ETH,ET040910,0.0,0.0
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2017,10,3,ETH,ET040910,1.5,1.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2018,3,1,ETH,ET040910,0.5,0.5
ET040910,Boke,ET0409,West Hararge,ET04,Oromia,ET,2020,8,1,ETH,ET040910,0.5,0.5
